Date,OPEN,HIGH,LOW,CLOSE,ADJ CLOSE,VOLUME,CLOSE_PRED,1W_RETURNS_PRED,regime,daily_profit,daily_backtested_returns,cum_returns
2018-01-03,268.9599914550781,270.6400146484375,268.9599914550781,270.4700012207031,248.3274688720703,90070400,268.85332248293213,0.004181582782634807,0.0,1.510009765625,0.0056142542147470395,0.005614254214747039
2018-01-04,271.20001220703125,272.1600036621094,270.5400085449219,271.6099853515625,249.3740692138672,80636400,271.09245484732287,0.008328453387563828,0.0,0.40997314453125,0.0015117003173963017,0.007134441602021813
2018-01-05,272.510009765625,273.5599975585937,271.95001220703125,273.4200134277344,251.0359649658203,83524000,272.40193286361466,0.004830374261169501,0.0,0.910003662109375,0.00333934031594668,0.010497606246441915
2018-01-08,273.3099975585937,274.1000061035156,272.9800109863281,273.9200134277344,251.49508666992188,57319200,273.2016033830917,0.0029356271854261706,0.0,0.6100158691406818,0.0022319559276638,0.012752992368593619
2018-01-09,274.3999938964844,275.25,274.0799865722656,274.5400085449219,252.06423950195312,57254000,274.29116743070614,0.003988131965999564,0.0,0.1400146484375,0.0005102574765009639,0.01326975715479839
2018-01-10,273.67999267578125,274.4200134277344,272.9200134277344,274.1199951171875,251.6786346435547,69574300,273.5714517609868,-0.002623911212529806,1.0,-0.44000244140625,-0.0016077260054866522,0.011640697015647516
2018-01-11,274.75,276.1199951171875,274.5599975585937,276.1199951171875,253.5149078369141,62361500,274.6410347225305,0.003909702400081372,0.0,1.3699951171875,0.00498633345655141,0.01668507486918558
2018-01-12,276.4200134277344,278.1099853515625,276.0799865722656,277.9200134277344,255.1675720214844,90816100,276.3103858264194,0.006078301829788302,0.0,1.5,0.005426524589877973,0.022202141428125044
2018-01-16,279.3500061035156,280.0899963378906,276.17999267578125,276.9700012207031,254.2953338623047,106555100,279.23921647321106,0.010599784868859707,0.0,-2.3800048828125,-0.008519795349245735,0.01349318837759661
2018-01-17,278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,256.7191772460937,113258800,277.91973266114644,-0.004725281171927387,1.0,-1.579986572265625,-0.005682791710256543,0.007733717688283015
2018-01-18,279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,256.2876892089844,100728000,279.36916979635794,0.00521530846814211,0.0,-0.339996337890625,-0.0012165318610469686,0.006507777513263813
2018-01-19,279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,257.4537048339844,140920100,279.6890197008638,0.0011449005083095098,0.0,0.610015869140625,0.0021801854744611052,0.008702151149730497
2018-01-22,280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,259.5470275878906,91322400,280.05889858423376,0.0013224647995317973,0.0,2.519989013671875,0.008994499385716266,0.017774922028617413
2018-01-23,282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,260.09783935546875,97084700,282.62785614342823,0.009172918883067815,0.0,0.550018310546875,0.0019453148813188465,0.01975481473027285
2018-01-24,284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,259.9969787597656,134816100,283.90734727787657,0.004527123235152697,0.0,-0.839996337890625,-0.002957525422093408,0.01673886394140589
2018-01-25,284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,260.10711669921875,84587300,284.0473063967962,0.0004929746280313285,0.0,-0.860015869140625,-0.0030265197707530214,0.013661683667994362
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,263.1186218261719,107743100,284.1372670423268,0.00031671008140077284,0.0,2.329986572265625,0.00819696243541117,0.02197063041123659
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,261.37408447265625,90118300,285.81659343651364,0.005910264470646354,0.0,-1.25,-0.004371699478960876,0.017502881938754378
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,258.6932373046875,131796400,282.4879275299835,-0.011646160450336174,1.0,0.839996337890625,0.002972386127914437,0.020527293390142143
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,258.82177734375,108364800,282.6178808531304,0.0004600314225218227,0.0,-0.83001708984375,-0.0029357233317685786,0.01753130760423005
2018-02-01,281.07000732421875,283.0599975585937,280.67999267578125,281.5799865722656,258.52789306640625,90102500,280.95853554501423,-0.005871338724595665,1.0,-0.509979248046875,-0.0018144207306281734,0.01568507770564964
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,252.8997344970703,173174800,279.9689074332283,-0.003522327982903972,1.0,4.629974365234375,0.01653090041133574,0.03247526657448141
2018-02-05,273.45001220703125,275.8500061035156,263.3099975585937,263.92999267578125,242.32290649414065,294681800,273.34156250201147,-0.023671717663138914,1.0,9.52001953125,0.03481447835534311,0.06842035439506566
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,247.0971527099609,355026800,260.9119556950676,-0.04547280220823502,1.0,-9.19000244140625,-0.035354321593798525,0.030647077588422444
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,245.7567443847656,167376100,269.5039603222167,0.032930666608435244,0.0,-0.829986572265625,-0.0030911976620693667,0.02746114375176245
2018-02-08,268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,236.5386505126953,246449500,267.90371755423746,-0.005937733776030574,1.0,10.3800048828125,0.03872991494567619,0.06725462645925528
2018-02-09,260.79998779296875,263.6099853515625,252.9199981689453,261.5,240.09182739257807,283565300,260.69655506127117,-0.026902062273574834,1.0,-0.70001220703125,-0.00268409601148809,0.06439001257313381
2018-02-12,263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,243.6174774169922,143736000,264.8164850390422,0.015803545914915285,0.0,1.510009765625,0.005723419787278023,0.07048196343247604
2018-02-13,263.9700012207031,266.6199951171875,263.3099975585937,266.0,244.223373413086,81223600,263.86531126828584,-0.003591822354322649,1.0,-2.029998779296875,-0.00769026317350209,0.06224967541119297
2018-02-14,264.3099975585937,270.0,264.29998779296875,269.5899963378906,247.5195159912109,120735700,264.2051727643373,0.0012880112752142736,0.0,5.279998779296932,0.019976538262145883,0.08346974669599683
2018-02-15,271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,250.67791748046875,111200300,272.5854468477108,0.03171881154215117,0.0,1.459991455078125,0.005376114503451362,0.08929460411526002
2018-02-16,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,250.7513732910156,160420100,272.21200577678076,-0.0013699963635206425,1.0,-0.78997802734375,-0.002900918059991156,0.08613464972553109
2018-02-20,272.0299987792969,273.6700134277344,270.5,271.3999938964844,249.1812744140625,86369700,271.9221122486435,-0.00106495496886716,1.0,0.6300048828125,0.0023159389980501196,0.08865007131796387
2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,247.9418029785156,98883700,271.7921589254966,-0.00047790641986500404,1.0,1.850006103515625,0.006803994648929433,0.09605724057776777
2018-02-22,271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,248.26321411132807,110511300,270.9924884060195,-0.0029422133539044326,1.0,0.70001220703125,0.002582118005426973,0.09888738971364242
2018-02-23,271.7900085449219,274.7099914550781,271.25,274.7099914550781,252.2203521728516,92766400,271.6822171938953,0.0025451952263799704,0.0,2.91998291015625,0.01074352558355224,0.11069331449847386
2018-02-26,275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,255.1492462158203,86491400,275.8205594156754,0.015232289637958196,0.0,1.970001220703125,0.007139496513588081,0.11862310554500133
2018-02-27,278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,251.96327209472656,99099200,277.99968751090415,0.007900528154410225,0.0,-3.67999267578125,-0.013232148680779378,0.10382131829467478
2018-02-28,275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,249.410873413086,121907800,275.5706585651544,-0.008737524014858722,1.0,4.029998779296875,0.014618394103181918,0.1199574133450001
2018-03-01,271.4100036621094,273.1700134277344,266.0,267.70001220703125,245.7842559814453,176855100,272.424844908774,-0.011415633553877202,1.0,3.709991455078125,0.01366932465649594,0.1352664748294623
2018-03-02,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,247.05126953125,139083200,266.79385237915056,-0.020669893494879465,1.0,-3.279998779296875,-0.012340101316527003,0.12125717150881044
2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,249.9066772460937,97307400,267.623829821873,0.0031109316624842176,0.0,4.459991455078125,0.016658541336652313,0.13993568044940763
2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,250.54019165039065,79213200,273.19159758731894,0.020804454405841888,0.0,-0.41998291015625,-0.0015367103143612178,0.13818392953155256
2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,250.4483184814453,87063500,270.31276541391645,-0.010537777145515403,1.0,-2.3599853515625,-0.008727110547951993,0.1282508725546283
2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,251.6602478027344,66901200,273.4414984378399,0.011574492307577788,0.0,0.550018310546875,0.002010668379057455,0.1305194109077179
2018-03-09,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,256.039794921875,113625300,275.59067015670007,0.00785971306893174,0.0,3.16998291015625,0.011497942581793636,0.14351805818193797
2018-03-12,279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,255.7184600830078,71924800,279.08928206399344,0.012694957725905898,0.0,-0.680023193359375,-0.0024356130502427306,0.14073289067624173
2018-03-13,279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,254.06576538085932,91968900,279.72901237848015,0.0022922066722004253,0.0,-3.1199951171875,-0.011149210827676993,0.12801461918002688
2018-03-14,277.8099975585937,278.0199890136719,274.6700134277344,275.29998779296875,252.7620391845703,105895100,277.6998186924689,-0.007254140958627864,1.0,2.510009765624943,0.009034987177146315,0.13820621679995182
2018-03-15,275.8800048828125,276.6099853515625,274.42999267578125,275.0,252.4866180419922,83433000,275.7705914477612,-0.006947167822403899,1.0,0.8800048828125,0.0031898103060651528,0.1418368787207278
2018-03-16,274.5,275.3900146484375,274.1400146484375,274.20001220703125,252.7604522705078,100343700,274.3911338720095,-0.005002192469145128,1.0,0.29998779296875,0.0010928517048041893,0.14308473710024594
2018-03-19,273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,249.3404541015625,109208400,273.2415960607081,-0.0041894131019466485,1.0,2.860015869140625,0.010462834480631247,0.15504464350186176
2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,249.7645263671875,59757300,270.8325482010291,-0.008816548777382138,1.0,-0.010009765625,-3.6944583800115385e-05,0.15500197085823708
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,249.28517150878903,78709600,270.7925555234128,-0.00014766569927426865,1.0,0.470001220703125,0.001734962094102965,0.15700585549629031
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,243.05374145507807,148785900,267.8037511129341,-0.011037247330162536,1.0,4.239990234375,0.015826173627030798,0.17531683105286588
