Date,ADJ CLOSE,ADX,CCI,RSI,MASS_INDEX,DONCHIAN,1M_RETURNS,3M_RETURNS,regime,bear_proba
1993-05-03,25.55358123779297,26.154337126898174,-15.150024594194564,48.97619743739815,25.622207659463637,0.55,-0.015961008733107795,0.013297843977782664,1,1.0
1993-05-04,25.643688201904297,25.730672527682316,40.59620596206085,51.63378202538282,25.548164791718207,0.6333333333333333,0.00850494955629233,0.00969002712522693,1,0.9983342155968324
1993-05-05,25.71575355529785,24.945331421507284,69.90553306342753,53.71092983712879,25.560622902200887,0.7,0.006346363587779624,0.010387026001027255,1,0.9970605386220069
1993-05-06,25.62565994262696,24.362171465449915,57.61689291101054,50.775484189186194,25.48999371797863,0.6166666666666667,0.00565771191007336,-0.0036848579553627747,1,0.9986169643822319
1993-05-07,25.571592330932617,24.112677578096672,47.86324786324673,49.043558397999824,25.36110032471471,0.5666666666666667,2.220446049250313e-16,-0.00992952099711264,1,0.9991726074374189
1993-05-10,25.62565994262696,23.14942321894001,80.43684710351172,50.849035296156565,25.11465529285911,0.6166666666666667,0.0035289114915841857,-0.007146576915506908,1,0.9966371165156664
1993-05-11,25.733781814575195,22.495242535400116,82.08037825059137,54.3340157358539,24.98098018480052,0.7543859649122807,-0.0062631896358441574,-0.0029574488729724457,1,0.991151279157164
1993-05-12,25.697736740112305,21.88778904354165,73.75745526838983,52.985400842760164,24.794798898792482,0.7192982456140351,-0.00972268517514674,0.00261357918138172,1,0.9920450300841515
1993-05-13,25.39138603210449,22.363392942280473,-14.536340852129415,43.175637780782885,24.77746708953256,0.42105263157894735,-0.02016737177122896,-0.010723798231156989,1,0.9998473251306689
1993-05-14,25.37336540222168,22.87061169390919,-49.572649572648274,42.67512763621488,24.641483226482805,0.40350877192982454,-0.020862773003681778,-0.016238302673152627,1,0.9995707585935687
1993-05-17,25.46347427368164,23.41037283185292,-51.38004246284354,46.043153150264715,24.529175341387095,0.5957446808510638,-0.017385546032388843,-0.005133585143901054,1,0.949154056585101
1993-05-18,25.445446014404297,23.645504405210946,-56.84210526315949,45.46777854304849,24.437974111621486,0.574468085106383,-0.013966600604624957,0.019890660652857273,1,0.705927527405815
1993-05-19,25.96805763244629,22.63428414616165,99.03536977491882,60.77588487104354,24.93520460353019,1.0,0.011228076117398622,0.0415868439455962,0,0.092758443707919
1993-05-20,26.04014778137207,21.987425343755522,202.26692209450886,62.34598117959099,25.211216855637,1.0,0.014747298690922062,0.04523022985203218,0,0.010761129195174593
1993-05-21,25.80586624145508,20.75012305371309,131.10588235294153,54.684613134210935,25.556270148890533,0.746031746031746,0.018491709726416117,0.03211117932669216,0,0.004241102936652901
1993-05-24,25.914003372192383,19.60119949867369,121.15384615384585,57.293099077823385,25.705384761368098,0.8360655737704918,0.027143192810542782,0.032731671758215564,0,0.001203054694766374
1993-05-25,25.96805763244629,18.621742942470213,124.29420505200669,58.57702160480277,25.57003153366204,0.8653846153846154,0.03743666963006609,0.03562661356206065,0,0.00040301441719742937
1993-05-26,26.29241752624512,18.929666445317345,158.47222222222288,65.31485423884926,25.57742627124969,0.984375,0.03917337433900148,0.03523298038270717,0,0.00012234348832113856
1993-05-27,26.202342987060547,19.28188905188731,131.65803108808336,62.28418284143933,25.324548845541884,0.8793103448275862,0.037830542053233884,0.029505409904693414,0,0.00017330601023310557
1993-05-28,26.07618522644043,18.41748538405204,73.2650739476673,58.21178214835175,25.210614951510138,0.7586206896551724,0.028429681541379148,0.02310615894082857,0,0.0004909047117153878
1993-06-01,26.32847023010254,18.515064923929724,111.30630630630628,63.37025663290197,25.057900200332526,0.9206349206349206,0.03690559455136588,0.03592129649364195,0,0.00011808789972497877
1993-06-02,26.29241752624512,18.60567449667329,93.8239159001313,62.18920446469196,24.908740252947258,0.8888888888888888,0.0289132189174115,0.019394663751632013,0,0.0004194363860315326
1993-06-03,26.202342987060547,18.68981195707803,68.5220729366597,59.21780778744338,24.800639705850465,0.8095238095238095,0.02178527444093481,0.011681610139222975,0,0.006841672696978415
1993-06-04,26.112224578857425,17.959394804718233,31.039755351680185,56.319851587783255,24.679400934327013,0.7301587301587301,0.015417437513819188,0.013818408341520039,0,0.07173647762284455
1993-06-07,26.022113800048828,17.44337321287451,16.091954022988062,53.50029786115792,24.606368972157313,0.6507936507936508,0.015470971608515738,0.013142254105066087,0,0.38305720643155655
1993-06-08,25.78783798217773,16.60107941578943,-105.00000000000236,46.92279856214994,24.514086280314068,0.4444444444444444,0.008456479692253271,-0.017925429689502725,1,0.9643035458042274
1993-06-09,25.877948760986328,15.638358587003788,-90.15151515151807,49.49469199725971,24.451309124766777,0.5238095238095238,0.009845163750873631,-0.011115450274714611,1,0.9854844173873644
1993-06-10,25.895973205566406,14.918254077250968,-93.67396593674101,50.01635205108054,24.3772148361339,0.5396825396825397,0.006302664418307735,-0.012457614506839687,1,0.9861073223053204
1993-06-11,26.00410270690918,14.107973353359617,-45.320512820513336,53.143553381665335,24.388548891375187,0.6349206349206349,0.011921904636787328,-0.005613973411831452,1,0.9743570784382812
1993-06-14,25.96805763244629,13.446028825045238,-40.2945113788486,51.97621708497614,24.3923340673716,0.6031746031746031,0.022711308457627144,0.003330102325405093,1,0.9748287280923944
1993-06-15,25.914003372192383,12.52654325800962,-63.84514435695634,50.195138827508124,24.36081200781251,0.5555555555555556,0.02130730241733625,-0.00359190628965278,1,0.9821442289219041
1993-06-16,25.96805763244629,11.987537303734415,-65.75028636884453,51.96768098376749,24.307970513150693,0.6031746031746031,0.019815966719284983,-0.0015134893950129458,1,0.9869126557662774
1993-06-17,26.058164596557617,11.294378943965862,-3.858875413453729,54.85170970263097,24.28590159824825,0.42857142857142855,0.024079695117407818,0.008209143956166454,1,0.9999923442466949
1993-06-18,25.84357261657715,11.801347292316814,-149.20634920634993,42.70231142790751,24.287158495166587,0.0,-0.004793774630013403,-0.0063000086979615455,1,1.0
1993-06-21,25.89802932739257,12.272103615785555,-142.0494699646625,44.50733726104917,24.24434100765699,0.07142857142857142,-0.0054576669523037635,-0.002696709397556951,1,0.999999999996362
1993-06-22,25.91617584228516,12.594204101410785,-117.7944862155386,45.12786557365506,24.15160599684748,0.09523809523809523,0.004274593993395026,0.0035737089943950195,1,0.999999999990905
1993-06-23,25.68024063110352,13.718202736262343,-167.9718875502021,39.01936923902519,24.23067265742192,0.0,-0.009020711224406841,-0.007640023237887372,1,0.999999999998181
